text	emotion
더 이상 이러한 이메일을받지 않으려면 $ 링크를 취소 할 수 있습니다.	중립
이 링크를 사용하여 오늘 MOS 코칭 클럽에 가입하십시오.	중립
내일 : #Manning, #Assange, #WikiLeaks에서 CableGate 기념일과 함께 서십시오.	중립
이번에 장기근속으로 꽤 큰 상을 받았어.	기쁨
루,이 여자에 대해 궁금한 점이 있으면 전화주세요.	중립
수요일 밤 (17 일)에 저녁을 만들 수 있습니까?	중립
귀하의 계정에 대한 지원은 800-769-3571로 전화하여 ACCC 담당자에게 문의하십시오.	중립
이 나이 먹도록 뭐 했나 몰라.	당황
당사는 부서와 확인했으며 변호사는 귀하의 이메일에 설명 된 계약을 알지 못합니다.	중립
Mike Jordan의 아기에 대해 들었던 뉴스에 대해 내일 게시하십시오.	중립
오랫동안 짝사랑 해오던 친구와 사귀게 되었어.	기쁨
Bridgeline- Enron 직원을 Bridgeline에 할당하기 위해 준비된 과제 서신 계약.	중립
결혼을 했고 아이를 갖고 싶지만 내가 아이를 잘 키울 수 있을지 걱정이 돼.	불안
지도를 보낼 수있는시기를 알려주십시오.	중립
"Paul : 다음은 우리가 함께 가져 오는 ""축소""데이터에 대한 추가 정보입니다."	중립
그 날짜가 작동하지 않는다면, 내가 하루 종일, 내일 법률 회의에 나올 것이라는 점을 감안할 때 내 조수 Twanda Sweet를 배포에 포함시겠습니까?	중립
건강검진 결과가 아무 이상 없이 좋게 나왔어. 너무 다행이야.	기쁨
더 이상 읽고 싶지 않다면 $ 링크로 가십시오.	중립
큰 아들의 사업이 잘 된 덕분에 빌려준 돈도 받고 감사표시로 새 차도 받아서 기뻐.	기쁨
난 평생 젊을 줄 알았는데 왜 벌써 갱년기가 올 나인지. 건강은 또 왜 이 모양일까?	당황
오십 대에 군의원 한번 하고 육십 대에 선거에서 낙선하니 동네에 나가면 주민들이 대하는 태도가 아주 마음에 안 들어.	상처
LNG 계약 문제를보고있는 상태는 무엇입니까?	중립
@hillaryclinton을 환영하고 싶습니다.	중립
이메일과 첨부 파일을 인쇄하십시오.	중립
어떻게 하지? 이번에 새 학기가 됐는데 친구를 어떻게 사귀어야 할지 모르겠어!	분노
우리가 말했듯이 나는 2시 30 분도 예정되어 있었는데 내일 3:30은 어떻습니까?	중립
이러한 형태의 계약은 장비가 장비를 조달하는시기 문제를 해결하지 못했다는 것을 이해함으로써 소유자가 장비를 조달 할 것이라고 가정합니다.	중립
나는 돼지를 위해 그것을 만들려고 노력하거나, 돼지 중에 마시는 것을 말해야한다.	중립
병원에서 나오긴 했는데 방에 혼자 온종일 누워있으니까 너무 외롭고 심심해.	상처
학교에서 몇시에 집에 돌아 오나요?	중립
고등학생인 딸이 내가 준 한 달 용돈 삼십만 원을 하루에 다 써버려서 혼란스러워.	불안
Disney Cruise Line의 Do Not 이메일 목록에 나를 추가하십시오.	중립
올해 초까지 동네에서 삼십오 년간 전자수리점을 했지. 사양직업이지만 단골이 많아 꽤 재미가 있었어. 그런데 이제 가게를 그만두고 쉬고 있어. 슬픈 일이지.	슬픔
남자친구가 갑자기 헤어지자고 해서 너무 마음이 아파.	상처
4 월 16 일 주에 오찬의 경우 4 월 16 일, 17 일, 18 일 또는 19 일에 구입할 수 있습니다.	중립
아들이 회사 일도 많은데 걱정할까 봐 고혈압 때문에 병원에 입원한 걸 숨겼어.	상처
요새 나갈 수가 없으니 집에서 살만 찌는 것 같아.	상처
나 오늘 우리 반에 뚱뚱한 남학생한테 나쁜 소리를 해서 너무 죄책감이 들어.	당황
오랫동안 결혼 관계를 유지해왔지만 더 어려울 것 같아. 아내가 이혼을 원해서 슬퍼.	상처
내 생활이 가장 중요한 거 같아. 단체는 중요성을 못 느끼겠어.	슬픔
남편이 젊었을 때부터 바람기가 있었어	당황
Jerry Jerry Boberry에게 전화를 걸어 그가 당신에게 말할 것이 그들의 문제의 물질이라고 말하고 우리의 문제를 그와 공유 하시겠습니까?	중립
이번 주에 당신을위한 최고의 책 선택은 다음과 같이 논의한 Katie Kieffer가 제공합니다.	중립
최근 가족들이 전부 나한테 차갑개 구는 것 같아 예전이랑 달라졌어.	슬픔
혹시 건강염려증에 대해서 들어본 적이 있어?	슬픔
내가 틀렸다면 오늘처럼 사각형을 치워야합니다.	중립
내 친구가 약속 시각에 두 시간이나 늦어 놓고 사과도 안 하는 거 있지.	분노
아부가 심한 직원이 너무 보기 싫어.	당황
iPhone의 Phototranslator 추적 요청이 접수되었습니다. 아래 링크를 따라 거래 경고를 활성화하십시오.	중립
여러분, 스피커 요금을 최대한 빨리 포함한 이러한 문제에 대한 최종 해결책을 얻으려고합니다.	중립
Rick 's는 내일 Woodlands에서 열린 회의에 참석 해달라고 요청했습니다.	중립
이번 학기에 열심히 공부했는데 성적은 전 학기보다도 더 떨어질 것 같아. 정말 스트레스받아.	슬픔
Google 캘린더에서 ScanBizCards 리마인더를 보려면 다음을 수행하십시오.	중립
나이 먹어 여기저기 아프니 자식들 신경 쓰는 것도 귀찮아져. 이런 내가 싫다.	분노
부끄럽게 체중이 십 킬로그램이나 증가했어.	당황
고객들이 너무 화를 많이 내서 환멸이 나. 일 그만두고 싶다.	슬픔
"양식 9465, ""할부 계약 요청""을 사용하여 완료된 세금 신고서를 제출할 때 할부 계약 요청을합니다."	중립
나는 내 캘린더를 지우 셨기 때문에 아침에 언제든지 나를 위해 일한다.	중립
이 이메일을 귀하의 기록에 보관하십시오.	중립
직접 액세스하려면 지금 여기로 이동하십시오	중립
Lil Bub를 만나거나 Beyoncé와 노래하거나 Kilimanjaro를 등반하는 것이 당신의 꿈입니까?	중립
돌아 오면 점심을 먹자.	중립
오늘 너무 좋은 일이 있었어.	기쁨
빨리 돈을 줘야 할 텐데.	분노
면접 또 떨어졌어. 나에게 실망했어.	당황
이 실사 시점에 보험 정책은이 사이트의 정책 적용 가능성 및 보장 금액을 결정하기 위해 이용할 수 없었습니다.	중립
목록을 더 단축하는 것이 합리적인지 확인하기 위해 브루스에게 맡깁니다.	중립
우리 회사는 복지가 안 좋아서 유급휴가 제도도 없어.	분노
Sue가 화요일에 돌아와서 우리의 그로프의 정신으로 미리 충전하기 전에 그룹으로 논의하는 것이 유용 할 수 있습니다.	중립
난 결혼하기 싫은데 부모님이 선보러 나가래.	상처
어젯밤에 자다가 아내가 잠꼬대했는데 순간 사고가 마비됐어.	슬픔
믿었던 친구가 오늘 나를 배신했어. 머리가 멍하고 아무런 생각도 들지 않아.	슬픔
친구들과 술만 마시면 아내가 세상에서 제일 못난 것 같아.	분노
빠른 전화를받을 수 있습니까?	중립
수업 시간에 선생님한테 짜증나서 밖으로 뛰쳐나가버렸어. 혹시라도 불이익이 있으면 어쩌지.	불안
건강 검진을 해야 해서 귀찮아.	분노
남편이 요새 숨기는 게 많은 것 같아서 초조해.	불안
오전 10시 MTG에 대해 10 부를 만들 수 있습니까?	중립
우리는 내부적으로 이에 대해 조금 더 넓은 그물을 시전해야합니다.%.	중립
우리는 돈을 지불하고 우리의 구멍으로 나가야 할 것입니다.	중립
내가 도움을 요청했는데 친구들이 외면했어.	분노
시험이 만료 된 후 계정을 유지하지 않기로 선택한 경우 아무것도하지 마십시오.	중립
jus는 나를 nessa ♌ @finesse__ah라고 부릅니다	중립
지금껏 살아오면서 내 얘기 할 상대가 없어 너무 슬퍼.	슬픔
당사로부터 이메일을받지 않으려면 항상 한 번의 클릭으로 구독을 취소 할 수 있습니다.	중립
친구가 나를 질투하게 되면서 나를 왕따 시켜서 짜증 나.	불안
저번에 시험 봤는데 답을 밀려 썼나 봐. 말도 안 되는 점수가 나왔어.	슬픔
취업을 준비하고 있는데 벌써 다섯 번째 불합격 통보를 받았어. 더는 지원할 회사가 없어 절망적이야.	분노
우리는 당신이 우리의 앱을 사용하는 방식을 바꿀 수있는 다가오는 몇 가지 변경 사항에 대해 알려 드리고자합니다.	중립
채용공고를 보고 있으니 너무 답답해.	불안
경기도 안 좋아서 장사도 잘 안 되고 앞으로 어떻게 살아야 할지 너무 불안해.	상처
귀하의 이름, 회사 이름 및 주소, 통합 상태, 전화 및 팩스 번호 및 사용 가능한 경우 이메일 주소가 포함되어야합니다 (인쇄 또는 유형).	중립
친구 문제로 성적이 점점 떨어지고 있어 너무 슬퍼.	슬픔
그냥 우리가 그를 올바른 목록에 놓고 싶었습니다.	중립
내가 취업을 할 수 있을까? 누구한테 고민을 털어놓을 곳도 없어.	상처
중학교 삼 년 내내 반장을 했었는데 고등학교에 올라와서 처음으로 반장선거에서 떨어져서 속상해.	슬픔
나를 항상 챙겨주던 손녀가 병으로 떠났어.	슬픔
영어 듣기 평가에서 오늘은 좋은 점수를 받아서 뿌듯해.	기쁨
건강한 건 참 좋은데 너무 가난해서 나 자신이 너무 초라해.	상처
엄마에게 아빠와 같이 있는 것이 불편하다고 말해야 할까?	불안
요즘 몸이 너무 둔해진 거 같아. 제대로 주의하지 않으면 금방 사고가 날 것 같아.	슬픔
카를로스도 우리와 합류했습니다.	중립
주말에 손님의 규칙은 무엇입니까?	중립
다이내믹스 직업 - 미국 - 17 일 전	중립
우리 가족은 더 이상 미래가 없는 것 같아.	슬픔
아르바이트하려고 갔는데 몸이 예전 같지 않아서 짜증이 나.	불안
우리 아들 초등학교 때 남편을 떠나보내고 홀로 바쁘게 살다가 이제 뒤돌아보니 슬퍼.	슬픔
본부장님이 내가 할 수 없는 업무를 계속 주셔서 힘들어.	분노
결혼을 준비 중인데 너무 스트레스받아.	불안
담임선생님이 자꾸 내 성적이면 조제사는 절대 못된대.	분노
학기 초에는 수학이 재미있고 성적도 좋았는데 언제부턴가 너무 어렵고 성적도 안 나와.	불안
이것이 해결되었는지 알고 있습니까?	중립
곧 결혼하려고 하는데 식장 고르기가 힘드네.	불안
엄마가 나랑 했던 약속을 어겼어.	슬픔
조금 논의합시다.	중립
할머니가 되니까 관절염이 심해져서 다니던 식당 그만뒀어. 쓸모없는 몸뚱이.	분노
5 월 14 일 저녁 식사를 기대하십시오.	중립
e : Tom Hopwood에게 사본을 우편으로 보내 주시겠습니까?	중립
러시아에 대한 IMF 권고의 지혜에 관한 우리의 토론에 대한 후속 조치.	중립
나는 경제학과를 가고 싶은데 부모님은 경영학과를 가라고 강요하셔. 너무 스트레스 받아.	분노
나가면 나가면 그룹에 사본을 받으십시오 (특히 PG & E Squawks 인 경우 언론 문의를 다루어야 할 Shelley.)	중립
받은 편지함으로 배달되도록 addevents@communications.onekingslane.com을 주소록으로 보내십시오.	중립
신용 모니터링 경고가 귀하가 원인이거나 승인 한 것이 아니라면 즉시 고객 서비스 센터로 전화하여 해당 신용국에 문의하십시오.	중립
Mike에게 두 사람에게 책상 공간을 제공 할 수 있지만 Mike의 컴퓨터와 전화로 자리를 예약 할 것이라고 말할 수 있습니다.	중립
음주와 총은 햄과 계란처럼 함께갑니다.	중립
백내장이 심해져서 눈이 거의 실명이 됐어. 앞으로 어떻게 생활해야 할지 막막하네.	상처
학업 성적이 빠르게 내려가면서 불안감을 느끼고 있어.	불안
애인이 내가 가난해서 결혼할 마음이 없대 너무 슬퍼	슬픔
포틀랜드 여행으로 내 상황을 확인하면서 세부 사항을 알려 드리겠습니다.	중립
요새 들어 자식들이 내가 불러도 대답을 안 하네? 말이 돼?	분노
늙어서 혼자 살면 무슨 재미람.	상처
잠시 시간을내어 이메일을 확인하십시오.	중립
프로 야구를 너무 좋아하는데 야구장에 못 가서 너무 아쉽네.	슬픔
이 이메일에서하는 것처럼 우리는 2,500 명으로 가지고 있습니다.	중립
퇴근하고 왔는데 아내가 이혼해달래. 너무 슬퍼.	슬픔
내용의 저작권 및 기타 지적 재산권은 Tradespark, Inc.의 유일한 재산입니다. 이메일 전송은 안전하거나 오류가없는 것으로 보장 될 수 없습니다.	중립
난 가족들과 화목하게 지내는 친구를 보면 질투가 나.	상처
우리의 목표는 주문 흐름 지불을 고려하지 않고 가능한 최상의 실행 가격을 제공하는 시장 센터로 주문하는 것입니다.	중립
오늘도 노인 일자리 센터에서 내가 고혈압이라서 맞는 일자리가 없대.	슬픔
아빠가 형이랑 누나는 안아줬는데 나는 안아주지 않아서 화가 나.	분노
Scott, 고객 및 규제 기관과의 회의에서 자신의 자리를 잡을 수있는 Punder 변호사를 선택하는 데 개인적으로 참여하십시오.	중립
